DIVISION,UNIT_NO,YEAR,MAKE,MODEL,CATEGORY,CATEGORY_DESC,AGE,UNIT_TYPE,FUEL_PRODUCT,LAST_FUEL_DATE,LAST_WORKORDER_OPEN_DATE,M5_LIFE_KM_USAGE(KM),M5_LIFE_HRS_USAGE(Hrs),M5_YTD_KM_USAGE(KM),M5_YTD_HRS_USAGE(Hrs),CATEGORY_CLASS,EXPECTED_LIFE(YR),IN_SERVICE_DATE,MAINTENENACE_LOCATION_NAME,CURRENT_STATUS_DESCRIPTION,HIGH_PRIORITY,OWNING_COST_CENTER,USING_COST_CENTER,FUEL_DESC,AVAILABLE HOURS (Hrs),DOWNTIME(Hrs),VEU,CATEGORY_GROUP,CATEGORY_GROUP_DESC,TECH_SPEC,TECH_SPEC_DESC,BILLING_CODE,MAINTENANCE CLASSIFICATION CODE,EXPECT_USAGE(KM),EXPECT_USAGE(Hrs),PARK_LOCATION,PARK_LOCATION_NAME
TORONTO WATER,041406,2021,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,2.16,LIGHT DUTY,UNLEADED, 24-Jul-23, 27-Mar-23,16053,6,8762,1,CLASS1,8, 1-Jun-21,EASTERN GARAGE,Active Unit,,TW2055,TW2055,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",5.03,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN21,2021 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041407,2021,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,2.21,LIGHT DUTY,UNLEADED, 19-Jul-23, 31-Mar-23,10343,9,5591,1,CLASS1,8, 17-May-21,EASTERN GARAGE,Active Unit,,TW6010,TW6010,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",2.36,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN21,2021 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041414,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.51,LIGHT DUTY,UNLEADED, 18-Jul-23, 10-Jan-23,283,55,283,55,CLASS1,8, 25-Jan-23,EASTERN GARAGE,Active Unit,,TW6010,TW6010,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,032.00",77.18,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041415,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,1.05,LIGHT DUTY,UNLEADED, 7-Jul-23, 15-Dec-22,2570,97,1886,74,CLASS1,8, 13-Jul-22,EASTERN GARAGE,Active Unit,,TW6010,TW6010,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041416,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.50,LIGHT DUTY,UNLEADED, 21-Feb-23, 18-Jan-23,128,3,128,3,CLASS1,8, 31-Jan-23,EASTERN GARAGE,Active Unit,,TW6010,TW6010,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,000.00",44.23,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041417,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,1.05,LIGHT DUTY,UNLEADED, 24-Jul-23, 29-Jun-23,15664,93,10272,1,CLASS1,8, 14-Jul-22,DISCO GARAGE,Active Unit,,TW2020,TW2020,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",19.99,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",5381-1,435 KIPLING AVE
TORONTO WATER,041418,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,1.05,LIGHT DUTY,UNLEADED, 24-Jul-23, 29-Jun-23,10424,270,6905,185,CLASS1,8, 14-Jul-22,DISCO GARAGE,Active Unit,,TW2020,TW2020,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",8.94,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",5381-1,435 KIPLING AVE
TORONTO WATER,041442,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.55,LIGHT DUTY,UNLEADED, 26-Jul-23, 13-Apr-23,239,68,239,68,CLASS1,8, 11-Jan-23,EASTERN GARAGE,Active Unit,,TW2055,TW2055,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,112.00",21.76,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041443,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.55,LIGHT DUTY,UNLEADED, 28-Jul-23, 21-Dec-22,1680,48,1680,48,CLASS1,8, 12-Jan-23,EASTERN GARAGE,Active Unit,,TW2055,TW2055,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,104.00",0.82,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041444,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.55,LIGHT DUTY,UNLEADED, 24-Jul-23, 21-Dec-22,979,195,979,195,CLASS1,8, 12-Jan-23,EASTERN GARAGE,Active Unit,,TW2055,TW2055,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,104.00",0.85,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,043231,2009,GMC,1500,5HS2FTUZZZ,PU-1/2T-SC CL2 4X4 10Y UNLEAD,14.15,LIGHT DUTY,UNLEADED, 19-Jun-23, 22-May-20,39387,1580,675,35,CLASS2,10, 10-Jun-09,EASTERN GARAGE,Active Unit,,TW4015,TW4022,,"1,160.00",,1.50,PICKU-1/2T,PICKUP - 1/2 TON,043GMCUN09,REGULAR CAB GMC SIERRA 1500 PICKUP TRUCK,V1.5OVR,BYAC---8,"180,000","4,500",0582-1,9 LESLIE ST
TORONTO WATER,043275,2018,DODGE,RAM 1500,5HS2TTUZZZ,PU-1/2T-SC CL2 4X2 10Y UNLEAD,5.54,LIGHT DUTY,UNLEADED, 25-May-23, 8-Dec-21,7457,1890,1488,0,CLASS2,10, 17-Jan-18,EASTERN GARAGE,Active Unit,,TW4015,TW4015,,"1,160.00",,1.50,PICKU-1/2T,PICKUP - 1/2 TON,043DODGUN18,2WD REG. CAB PICKUP TRUCK,V1.5UND,BYAC---8,"180,000",0,0582-1,9 LESLIE ST
TORONTO WATER,043280,2019,DODGE,RAM 1500,5HS1TTUZZZ,PU-1/2T-SC CL1 4X2 10Y UNLEAD,3.38,LIGHT DUTY,UNLEADED, 12-Jul-23, 26-Jul-23,13257,707,1,1,CLASS1,10, 16-Mar-20,ELLESMERE GARAGE,Active Unit,,TW4015,TW4015,,"1,160.00",13.79,1.50,PICKU-1/2T,PICKUP - 1/2 TON,043DODGUN19,"2019 Ram 1500 ST, Reg Cab, 4x2 (DS1L61)",V1.5UND,BYAC---8,"180,000",0,000580,21 REDWAY RD
TORONTO WATER,043281,2021,DODGE,RAM 1500,5HS1TTUZZZ,PU-1/2T-SC CL1 4X2 10Y UNLEAD,1.47,LIGHT DUTY,UNLEADED, 19-Jun-23, 20-Sep-22,3267,158,1480,84,CLASS1,10, 11-Feb-22,EASTERN GARAGE,Active Unit,,TW4015,TW4015,,"1,160.00",,1.50,PICKU-1/2T,PICKUP - 1/2 TON,043DODGUN21,"2021 Ram 1500 ST, Reg Cab, 4x2 (DS1L62)",V1.5UND,BYAC---8,"180,000",0,0582-1,9 LESLIE ST
TORONTO WATER,043282,2022,FORD,F150 XL,5HY2TTUZZZ,PU-1/2T-SC-LB CL2 4X2 10Y UNLEAD,0.90,LIGHT DUTY,UNLEADED, 5-Jul-23, 25-Aug-22,1349,2,1187,0,CLASS2,10, 7-Sep-22,EASTERN GARAGE,Active Unit,,TW4022,TW4022,,"1,160.00",,1.50,PICKU-1/2T,PICKUP - 1/2 TON,043FORDUN22,2022 F150 XL 4x2 Standard Cab 8' box,V1.5UND,BYAC---8,"180,000","4,500",0582-1,9 LESLIE ST
TORONTO WATER,044074,2010,DODGE,RAM 1500,5HE2TTUZZZ,PU-1/2T-EC CL2 4X2 10Y UNLEAD,12.73,LIGHT DUTY,UNLEADED, 18-Sep-18, 18-Sep-18,0,0,0,0,CLASS2,10, 9-Nov-10,ELLESMERE GARAGE,Unit is totaled,,TW2015,TW2015,,"1,160.00",,1.50,PICKU-1/2T,PICKUP - 1/2 TON,044DODGUN10,2WD EXT. CAB PICKUP TRUCK,STANDARD,00,"180,000",0,006217,60 TIFFIELD RD
TORONTO WATER,044086,2014,DODGE,RAM 1500,5HE2TTUZZZ,PU-1/2T-EC CL2 4X2 10Y UNLEAD,8.43,LIGHT DUTY,UNLEADED, 31-Jul-23, 7-Jun-23,73958,2777,3911,157,CLASS2,10, 27-Feb-15,DISCO GARAGE,Active Unit,,TW2015,TW2015,,"1,160.00",9.85,1.50,PICKU-1/2T,PICKUP - 1/2 TON,044DODGUN14,2WD EXT. CAB PICKUP TRUCK,V1.5UND,BYAC---8,"180,000",0,002426,150 DISCO RD
TORONTO WATER,045029,2011,DODGE,RAM 1500,5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,12.75,LIGHT DUTY,UNLEADED, 7-Jul-23, 29-May-23,56031,0,2426,0,CLASS2,10, 4-Nov-10,DISCO GARAGE,Active Unit,,TW7050,TW7050,,"1,160.00",83.74,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN11,4WD EXT. CAB PICKUP TRUCK,V1.5OVR,OYAC---8,"180,000",0,005630,45 TWENTY THIRD ST
TORONTO WATER,045061,2014,DODGE,RAM 1500,5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,8.39,LIGHT DUTY,UNLEADED, 21-Jul-23, 4-Jan-23,10605,762,544,48,CLASS2,10, 11-Mar-15,EASTERN GARAGE,Active Unit,,TW7035,TW7035,,"1,160.00",107.02,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN14-1,4WD EXT. CAB PICKUP TRUCK,V1.5UND,BYAC---8,"180,000",0,005356,2701 QUEEN ST E
TORONTO WATER,045137,2019,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,4.33,LIGHT DUTY,UNLEADED, 22-Jun-23, 27-Jun-23,43870,3586,1900,170,CLASS2,10, 3-Apr-19,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",489.13,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN19B,"Ram 1500 (DT6L41) Tradesman Quad Cab, 4x4, 3.6L V6 with eTorque",V1.5UND,BYAC---8,"180,000",0,001984,30 NORTHLINE RD
TORONTO WATER,045138,2019,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,3.72,LIGHT DUTY,UNLEADED, 19-Jul-23, 29-May-23,27725,2732,5622,636,CLASS2,10, 12-Nov-19,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",34.45,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN19B,"Ram 1500 (DT6L41) Tradesman Quad Cab, 4x4, 3.6L V6 with eTorque",V1.5UND,BYAC---8,"180,000",0,001984,30 NORTHLINE RD
TORONTO WATER,045139,2019,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,4.33,LIGHT DUTY,UNLEADED, 15-Jun-23, 23-Nov-22,40654,3352,6924,571,CLASS2,10, 2-Apr-19,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN19B,"Ram 1500 (DT6L41) Tradesman Quad Cab, 4x4, 3.6L V6 with eTorque",V1.5UND,BYAC---8,"180,000",0,001984,30 NORTHLINE RD
TORONTO WATER,045140,2019,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,3.97,LIGHT DUTY,UNLEADED, 26-Jul-23, 2-Mar-23,34604,3009,3954,730,CLASS2,10, 12-Aug-19,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",0.21,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN19B,"Ram 1500 (DT6L41) Tradesman Quad Cab, 4x4, 3.6L V6 with eTorque",V1.5UND,BYAC---8,"180,000",0,001984,30 NORTHLINE RD
TORONTO WATER,045141,2019,DODGE,RAM 1500 (BIG HORN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,4.39,LIGHT DUTY,UNLEADED, 25-Jul-23, 18-Jul-23,45193,3181,6630,517,CLASS2,10, 12-Mar-19,ELLESMERE GARAGE,Active Unit,,TW2015,TW2015,,"1,160.00",184.40,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN19,"Ram 1500 (DT6H41) Big Horn, Quad Cab, 4x4, 3.6L V6 with eTorque",V1.5UND,BYAC---8,"180,000",0,006217,60 TIFFIELD RD
TORONTO WATER,045142,2019,DODGE,RAM 1500 (BIG HORN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,4.24,LIGHT DUTY,UNLEADED, 7-Jul-23, 17-Jul-23,42841,3525,4342,219,CLASS2,10, 6-May-19,ELLESMERE GARAGE,Active Unit,,TW2015,TW2015,,"1,160.00",113.87,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN19,"Ram 1500 (DT6H41) Big Horn, Quad Cab, 4x4, 3.6L V6 with eTorque",V1.5UND,BYAC---8,"180,000",0,006217,60 TIFFIELD RD
TORONTO WATER,045143,2019,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,4.27,LIGHT DUTY,UNLEADED, 19-Jul-23, 26-Apr-23,27069,1329,3672,164,CLASS2,10, 26-Apr-19,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",30.88,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN19B,"Ram 1500 (DT6L41) Tradesman Quad Cab, 4x4, 3.6L V6 with eTorque",V1.5UND,BYAC---8,"180,000",0,001984,30 NORTHLINE RD
TORONTO WATER,045165,2020,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,3.42,LIGHT DUTY,UNLEADED, 27-Jul-23, 21-Jun-23,33607,2152,4,2,CLASS2,10, 28-Feb-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",4.03,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN20,"2020 Ram 1500 Tradesman, Quad Cab, 4x4 (DT6L41)",V1.5UND,BYAC---8,"180,000",0,002426,150 DISCO RD
TORONTO WATER,045166,2020,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,3.43,LIGHT DUTY,UNLEADED, 26-Jul-23, 1-May-23,31937,2397,2,2,CLASS2,10, 26-Feb-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",0.62,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN20,"2020 Ram 1500 Tradesman, Quad Cab, 4x4 (DT6L41)",V1.5UND,BYAC---8,"180,000",0,002426,150 DISCO RD
TORONTO WATER,045167,2020,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,3.49,LIGHT DUTY,UNLEADED, 31-Jul-23, 24-Apr-23,35676,3201,5932,560,CLASS2,10, 4-Feb-20,ELLESMERE GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",108.29,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN20,"2020 Ram 1500 Tradesman, Quad Cab, 4x4 (DT6L41)",V1.5UND,BYAC---8,"180,000",0,006217,60 TIFFIELD RD
TORONTO WATER,045168,2020,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,3.49,LIGHT DUTY,UNLEADED, 25-Jul-23, 9-Jun-23,33543,2374,0,0,CLASS2,10, 4-Feb-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",0.00,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN20,"2020 Ram 1500 Tradesman, Quad Cab, 4x4 (DT6L41)",V1.5UND,BYAC---8,"180,000",0,002426,150 DISCO RD
TORONTO WATER,045169,2020,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,3.41,LIGHT DUTY,UNLEADED, 25-Jul-23, 19-Jun-23,36761,2477,5436,373,CLASS2,10, 3-Mar-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",314.55,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN20,"2020 Ram 1500 Tradesman, Quad Cab, 4x4 (DT6L41)",V1.5UND,BYAC---8,"180,000",0,002426,150 DISCO RD
TORONTO WATER,045170,2020,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,3.49,LIGHT DUTY,UNLEADED, 19-Jul-23, 24-Jul-23,37341,2711,5062,305,CLASS2,10, 4-Feb-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",187.42,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN20,"2020 Ram 1500 Tradesman, Quad Cab, 4x4 (DT6L41)",V1.5UND,BYAC---8,"180,000",0,002426,150 DISCO RD
TORONTO WATER,045171,2020,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,3.49,LIGHT DUTY,UNLEADED, 31-Jul-23, 13-Jun-23,22276,2307,2,6,CLASS2,10, 4-Feb-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",8.55,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN20,"2020 Ram 1500 Tradesman, Quad Cab, 4x4 (DT6L41)",V1.5UND,BYAC---8,"180,000",0,002426,150 DISCO RD
TORONTO WATER,045172,2020,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,3.49,LIGHT DUTY,UNLEADED, 14-Jul-23, 29-Jun-23,22812,1827,4671,364,CLASS2,10, 4-Feb-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",3.40,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN20,"2020 Ram 1500 Tradesman, Quad Cab, 4x4 (DT6L41)",V1.5UND,BYAC---8,"180,000",0,002426,150 DISCO RD
TORONTO WATER,045173,2020,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,2.75,LIGHT DUTY,UNLEADED, 26-Jul-23, 13-Jul-23,25314,1482,7,1,CLASS2,10, 30-Oct-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",53.81,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN20,"2020 Ram 1500 Tradesman, Quad Cab, 4x4 (DT6L41)",V1.5UND,BYAC---8,"180,000",0,002426,150 DISCO RD
TORONTO WATER,045174,2020,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,2.75,LIGHT DUTY,UNLEADED, 25-Jul-23, 24-Jul-23,18708,1560,5001,301,CLASS2,10, 30-Oct-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",174.29,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN20,"2020 Ram 1500 Tradesman, Quad Cab, 4x4 (DT6L41)",V1.5UND,BYAC---8,"180,000",0,002426,150 DISCO RD
TORONTO WATER,045189,2021,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,2.60,LIGHT DUTY,UNLEADED, 14-Jul-23, 27-Jun-23,17228,1768,6223,615,CLASS2,10, 23-Dec-20,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",18.32,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN21,"2020 Ram 1500 Tradesman Quad Cab 4x4 (6'4"" Box)",V1.5UND,BYAC---8,"180,000",0,001984,30 NORTHLINE RD
TORONTO WATER,045190,2021,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,2.50,LIGHT DUTY,UNLEADED, 24-Jul-23, 7-Jul-23,16176,1980,4370,690,CLASS2,10, 29-Jan-21,ELLESMERE GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",29.22,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN21,"2020 Ram 1500 Tradesman Quad Cab 4x4 (6'4"" Box)",V1.5UND,BYAC---8,"180,000",0,001984,30 NORTHLINE RD
TORONTO WATER,045191,2021,DODGE,RAM 1500 (TRADESMAN),5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,2.64,LIGHT DUTY,UNLEADED, 21-Jun-23, 15-Jun-23,14929,1306,3999,289,CLASS2,10, 8-Dec-20,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",78.47,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045DODGUN21,"2020 Ram 1500 Tradesman Quad Cab 4x4 (6'4"" Box)",V1.5UND,BYAC---8,"180,000",0,001984,30 NORTHLINE RD
TORONTO WATER,045205,2022,FORD,F150 XL,5HW2FTUZZZ,PU-1/2T-CC-LB CL2 4X4 10Y UNLEAD,0.93,LIGHT DUTY,UNLEADED, 26-Jul-23, 10-Jul-23,8700,10,6448,1,CLASS2,10, 24-Aug-22,DISCO GARAGE,Active Unit,,TW2015,TW2015,,"1,160.00",1.64,1.50,PICKU-1/2T,PICKUP - 1/2 TON,045FORDUN22,2022 F150 XL 4x4 Extended Cab 6.5' box,V1.5UND,BYAC---8,"180,000",0,002426,150 DISCO RD
TORONTO WATER,046024,2022,CHEVROLET,COLORADO,5CC1FTUZZZ,PU-COMP-CC CL1 4X4 10Y UNLEAD,0.38,LIGHT DUTY,UNLEADED, 6-Jul-23, 19-Apr-23,2726,84,2726,84,CLASS1,10, 13-Mar-23,EASTERN GARAGE,Active Unit,,TW2055,TW2055,HYBRID,776.00,81.95,1.50,PICKU-COMP,PICKUP - COMPACT,046CHEVUN22,2022 CHEVROLET COLORADO 4X4 CREW CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005154,545 COMMISSIONERS ST
TORONTO WATER,046028,2023,FORD,MAVERICK,5CC1FTUZZZ,PU-COMP-CC CL1 4X4 10Y UNLEAD,0.04,LIGHT DUTY,UNLEADED, 20-Jul-23, 13-Jul-23,190,2,190,2,CLASS1,10, 18-Jul-23,ELLESMERE GARAGE,Active Unit,,CFL038-18,TW4105,,80.00,21.71,1.50,PICKU-COMP,PICKUP - COMPACT,046FORDUN23A,"2023 Ford Maverick, AWD, Crew Cab,  4.5FT Bed",STANDARD,BYAC---8,"180,000","4,500",005649,51 BEECHGROVE DR
TORONTO WATER,046029,2023,FORD,MAVERICK,5CC1FTUZZZ,PU-COMP-CC CL1 4X4 10Y UNLEAD,,LIGHT DUTY,UNLEADED,,,0,0,0,0,CLASS1,10,,DISCO GARAGE,Inactive Unit,,CFL038-18,TW2035,,0.00,,1.50,PICKU-COMP,PICKUP - COMPACT,046FORDUN23A,"2023 Ford Maverick, AWD, Crew Cab,  4.5FT Bed",STANDARD,BYAC---8,"180,000","4,500",002426,150 DISCO RD
TORONTO WATER,046030,2023,FORD,MAVERICK,5CC1FTUZZZ,PU-COMP-CC CL1 4X4 10Y UNLEAD,0.04,LIGHT DUTY,UNLEADED, 31-Jul-23, 13-Jul-23,554,51,554,51,CLASS1,10, 18-Jul-23,DISCO GARAGE,Active Unit,,CFL038-18,TW2015,,80.00,16.00,1.50,PICKU-COMP,PICKUP - COMPACT,046FORDUN23A,"2023 Ford Maverick, AWD, Crew Cab,  4.5FT Bed",STANDARD,BYAC---8,"180,000","4,500",006217,60 TIFFIELD RD
TORONTO WATER,049009,2019,DODGE,RAM 1500,5HS2FTUZZZ,PU-1/2T-SC CL2 4X4 10Y UNLEAD,3.38,LIGHT DUTY,UNLEADED, 12-Jun-23, 31-Jul-23,22104,917,2,2,CLASS2,10, 16-Mar-20,INGRAM GARAGE,Active Unit,,TW7070,TW7070,,"1,160.00",84.35,1.50,PICKU-1/2T,PICKUP - 1/2 TON,049DODGUN19,"2019 Ram 1500 ST, Reg Cab, 4x4 (DS6L61)",V1.5UND,BYAC---8,"180,000","4,500",005514,1144 LAWRENCE AVE W
