DIVISION,UNIT_NO,YEAR,MAKE,MODEL,CATEGORY,CATEGORY_DESC,AGE,UNIT_TYPE,FUEL_PRODUCT,LAST_FUEL_DATE,LAST_WORKORDER_OPEN_DATE,M5_LIFE_KM_USAGE(KM),M5_LIFE_HRS_USAGE(Hrs),M5_YTD_KM_USAGE(KM),M5_YTD_HRS_USAGE(Hrs),CATEGORY_CLASS,EXPECTED_LIFE(YR),IN_SERVICE_DATE,MAINTENENACE_LOCATION_NAME,CURRENT_STATUS_DESCRIPTION,HIGH_PRIORITY,OWNING_COST_CENTER,USING_COST_CENTER,FUEL_DESC,AVAILABLE HOURS (Hrs),DOWNTIME(Hrs),VEU,CATEGORY_GROUP,CATEGORY_GROUP_DESC,TECH_SPEC,TECH_SPEC_DESC,BILLING_CODE,MAINTENANCE CLASSIFICATION CODE,EXPECT_USAGE(KM),EXPECT_USAGE(Hrs),PARK_LOCATION,PARK_LOCATION_NAME
MUNICIPAL LICENSING & STDS,020039,2019,CHEVROLET,CRUZE,7CZ1TEUZZZ,PASS-COMP CL1 4X2 8Y UNLEAD,4.58,LIGHT DUTY,UNLEADED, 27-Jul-23, 13-Jul-23,51426,2591,6122,281,CLASS1,8, 31-Dec-18,DISCO GARAGE,Active Unit,,MS1200,MS1270,,"1,160.00",104.20,1.00,SEDAN-PASS,SEDAN - PASSENGER,020CHEVUN19,"2019 Chevrolet Cruze LT - 6AT, 4-Door Compact Sedan",V1UND,BYAC---8,"160,000",0,005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,020040,2019,CHEVROLET,CRUZE,7CZ1TEUZZZ,PASS-COMP CL1 4X2 8Y UNLEAD,4.58,LIGHT DUTY,UNLEADED, 25-Jul-23, 13-Jul-23,47811,1967,6348,231,CLASS1,8, 31-Dec-18,DISCO GARAGE,Active Unit,,MS1200,MS1270,,"1,160.00",7.79,1.00,SEDAN-PASS,SEDAN - PASSENGER,020CHEVUN19,"2019 Chevrolet Cruze LT - 6AT, 4-Door Compact Sedan",V1UND,BYAC---8,"160,000",0,005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041173,2015,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,8.71,LIGHT DUTY,UNLEADED, 31-Jul-23, 24-Jul-23,65004,2138,3595,2,CLASS1,8, 17-Nov-14,ELLESMERE GARAGE,Replacement Program,,MS1270,MS1270,,"1,160.00",133.94,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN15,AWD SPORT UTILITY VEHICLE,V1.5OVR,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041186,2016,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,7.72,LIGHT DUTY,UNLEADED, 31-Jul-23, 18-Apr-23,79918,4056,3597,4,CLASS1,8, 12-Nov-15,ELLESMERE GARAGE,Active Unit,,MS1310,MS1310,,"1,160.00",247.73,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN16,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041187,2016,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,7.72,LIGHT DUTY,UNLEADED, 28-Jul-23, 7-Jul-23,73130,5157,1797,2,CLASS1,8, 12-Nov-15,BOOTH GARAGE,Active Unit,,MS1330,MS1330,,"1,160.00",152.26,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN16,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,041191,2016,FORD,ESCAPE,7UZ1FFUZZZ,PASS-SUV CL1 4X4 5Y UNLEAD,7.86,LIGHT DUTY,UNLEADED, 29-Jul-23, 27-Apr-23,164574,3792,8218,1,CLASS1,5, 21-Sep-15,ELLESMERE GARAGE,REDEPLOYED Unit,,FL7009,NPMS00,,"1,160.00",11.72,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN16-1,AWD SPORT UTILITY VEHICLE FACILITY,V1.5OVR,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041203,2016,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,7.67,LIGHT DUTY,UNLEADED, 28-Jul-23, 15-Jun-23,90389,4897,8128,2,CLASS1,8, 2-Dec-15,ELLESMERE GARAGE,Active Unit,,MS1215,MS1215,,"1,160.00",13.85,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN16,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041204,2016,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,7.69,LIGHT DUTY,UNLEADED, 26-Jul-23, 18-May-23,91845,4384,5155,3,CLASS1,8, 24-Nov-15,DISCO GARAGE,Active Unit,,MS1260,MS1260,,"1,160.00",12.22,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN16,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041206,2016,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,7.69,LIGHT DUTY,UNLEADED, 30-Jul-23, 10-Jul-23,85424,4148,6352,85,CLASS1,8, 25-Nov-15,DISCO GARAGE,Active Unit,,MS1260,MS1260,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",67.62,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN16,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041207,2016,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,7.69,LIGHT DUTY,UNLEADED, 31-Jul-23, 25-Jul-23,84239,5150,6516,413,CLASS1,8, 25-Nov-15,ELLESMERE GARAGE,Active Unit,,MS1310,MS1310,,"1,160.00",56.11,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN16,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041208,2016,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,7.69,LIGHT DUTY,UNLEADED, 30-Jul-23, 16-Mar-23,90242,4302,3730,1,CLASS1,8, 24-Nov-15,DISCO GARAGE,Active Unit,,MS1260,MS1260,,"1,160.00",25.89,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN16,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041209,2016,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,7.69,LIGHT DUTY,UNLEADED, 28-Jul-23, 11-Jul-23,79919,4567,3293,3,CLASS1,8, 25-Nov-15,ELLESMERE GARAGE,Active Unit,,MS1310,MS1310,,"1,160.00",124.68,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN16,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041218,2017,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,6.78,LIGHT DUTY,UNLEADED, 19-Jul-23, 18-Apr-23,62738,3070,3236,301,CLASS1,8, 21-Oct-16,DISCO GARAGE,Active Unit,,MS1260,MS1260,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",41.18,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN17,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041219,2017,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,6.71,LIGHT DUTY,UNLEADED, 22-Jul-23, 7-Jul-23,53174,3588,2285,5,CLASS1,8, 14-Nov-16,BOOTH GARAGE,Active Unit,,MS1330,MS1330,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",42.42,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN17,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,041220,2017,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,6.78,LIGHT DUTY,UNLEADED, 30-Jul-23, 7-Feb-23,82438,4571,4384,301,CLASS1,8, 21-Oct-16,ELLESMERE GARAGE,Active Unit,,MS1310,MS1310,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",32.00,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN17,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041221,2017,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,6.75,LIGHT DUTY,UNLEADED, 30-Jul-23, 20-Mar-23,110635,5316,9935,49,CLASS1,8, 1-Nov-16,ELLESMERE GARAGE,Active Unit,,MS1340,MS1340,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",20.86,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN17,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041222,2017,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,6.76,LIGHT DUTY,UNLEADED, 25-Jul-23, 18-May-23,65570,2233,6678,1,CLASS1,8, 26-Oct-16,DISCO GARAGE,Active Unit,,MS1260,MS1260,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",0.00,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN17,AWD SPORT UTILITY VEHICLE,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041283,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,4.85,LIGHT DUTY,UNLEADED, 27-Jul-23, 26-May-23,13599,436,2363,3,CLASS1,8, 25-Sep-18,DISCO GARAGE,Active Unit,,MS1360,MS1360,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",176.07,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041330,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.26,LIGHT DUTY,UNLEADED, 22-Jul-23, 26-Apr-23,28412,978,5887,225,CLASS1,8, 27-Apr-20,ELLESMERE GARAGE,Active Unit,,MS5030,MS5030,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",4.14,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041331,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.26,LIGHT DUTY,UNLEADED, 28-Jul-23, 2-May-23,30888,742,6249,125,CLASS1,8, 27-Apr-20,ELLESMERE GARAGE,Active Unit,,MS5030,MS5030,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",35.93,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041332,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.09,LIGHT DUTY,UNLEADED, 28-Jul-23, 2-Mar-23,34235,1423,5963,249,CLASS1,8, 29-Jun-20,ELLESMERE GARAGE,Active Unit,,MS5039,MS5039,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",19.68,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041333,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.18,LIGHT DUTY,UNLEADED, 18-Jul-23, 10-May-23,22619,1022,3699,240,CLASS1,8, 26-May-20,EASTERN GARAGE,Active Unit,,MS5030,MS5030,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",10.55,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041334,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.18,LIGHT DUTY,UNLEADED, 23-Jul-23, 4-Jul-23,29471,1786,6689,335,CLASS1,8, 26-May-20,DISCO GARAGE,Active Unit,,MS5030,MS5030,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",32.09,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041340,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.39,LIGHT DUTY,UNLEADED, 31-Jul-23, 20-Jun-23,19489,2059,5108,336,CLASS1,8, 11-Mar-20,EASTERN GARAGE,Active Unit,,MS1330,MS1330,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",29.80,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,041341,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.39,LIGHT DUTY,UNLEADED, 31-Jul-23, 22-Jun-23,31155,2707,4305,478,CLASS1,8, 11-Mar-20,EASTERN GARAGE,Active Unit,,MS1340,MS1340,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",10.70,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,041342,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.39,LIGHT DUTY,UNLEADED, 24-Jul-23, 1-Feb-23,32478,1545,3400,241,CLASS1,8, 11-Mar-20,EASTERN GARAGE,Active Unit,,MS1360,MS1360,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",6.89,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041343,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.33,LIGHT DUTY,UNLEADED, 31-Jul-23, 20-Apr-23,31105,1889,2996,221,CLASS1,8, 3-Apr-20,BOOTH GARAGE,Active Unit,,MS1360,MS1360,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",14.29,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,041344,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.39,LIGHT DUTY,UNLEADED, 30-Jul-23, 31-May-23,40706,1850,6061,216,CLASS1,8, 11-Mar-20,ELLESMERE GARAGE,Active Unit,,MS1360,MS1360,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",88.75,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041345,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.33,LIGHT DUTY,UNLEADED, 5-Jul-23, 11-May-23,35609,2838,3877,222,CLASS1,8, 3-Apr-20,DISCO GARAGE,Active Unit,,MS1360,MS1360,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",105.75,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041346,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.39,LIGHT DUTY,UNLEADED, 20-Jul-23, 15-Mar-23,27836,1566,4411,209,CLASS1,8, 11-Mar-20,DISCO GARAGE,Active Unit,,MS1360,MS1360,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",4.60,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041404,2021,CHEVROLET,EQUINOX,7UZ1TEUZZZ,PASS-SUV CL1 4X2 8Y UNLEAD,2.64,LIGHT DUTY,UNLEADED, 24-Jul-23, 20-Jun-23,18903,1724,3779,457,CLASS1,8, 8-Dec-20,BOOTH GARAGE,Active Unit,,MS1330,MS1330,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",17.70,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN21A,2021 Chevrolet Equinox FWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,041405,2021,CHEVROLET,EQUINOX,7UZ1TEUZZZ,PASS-SUV CL1 4X2 8Y UNLEAD,2.49,LIGHT DUTY,UNLEADED, 31-Jul-23, 21-Jun-23,21404,1220,4866,253,CLASS1,8, 3-Feb-21,ELLESMERE GARAGE,Active Unit,,MS1340,MS1340,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",123.93,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN21A,2021 Chevrolet Equinox FWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041431,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.61,LIGHT DUTY,UNLEADED, 30-Jul-23, 21-Jul-23,5433,309,5377,308,CLASS1,8, 21-Dec-22,DISCO GARAGE,Active Unit,,MS5038,MS5038,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",20.74,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041445,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.57,LIGHT DUTY,UNLEADED, 27-Jul-23, 18-Nov-22,947,364,946,363,CLASS1,8, 5-Jan-23,EASTERN GARAGE,Active Unit,,MS1330,MS1330,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,144.00",,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",002821,390 THE WEST MALL
MUNICIPAL LICENSING & STDS,041446,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.62,LIGHT DUTY,UNLEADED, 30-Jul-23, 4-Jan-23,4343,189,4340,186,CLASS1,8, 16-Dec-22,EASTERN GARAGE,Active Unit,,MS1330,MS1330,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",35.37,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041447,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.62,LIGHT DUTY,UNLEADED, 25-Jul-23, 18-Nov-22,820,172,817,169,CLASS1,8, 16-Dec-22,EASTERN GARAGE,Active Unit,,MS1330,MS1330,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,041448,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.62,LIGHT DUTY,UNLEADED, 4-Jul-23, 18-Nov-22,4642,315,4637,310,CLASS1,8, 16-Dec-22,EASTERN GARAGE,Active Unit,,MS1330,MS1330,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041449,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.57,LIGHT DUTY,UNLEADED, 11-Jul-23, 21-Apr-23,2662,104,2661,103,CLASS1,8, 5-Jan-23,DISCO GARAGE,Active Unit,,MS1330,MS1330,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,144.00",1.98,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,041450,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.64,LIGHT DUTY,UNLEADED, 1-Jun-23, 31-May-23,312,5,188,3,CLASS1,8, 9-Dec-22,ELLESMERE GARAGE,Active Unit,,MS1270,MS1270,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",7.33,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,041451,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.64,LIGHT DUTY,UNLEADED, 20-Dec-22, 31-May-23,800,23,608,20,CLASS1,8, 9-Dec-22,ELLESMERE GARAGE,Active Unit,,MS1212,MS1212,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",7.40,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",002821,390 THE WEST MALL
MUNICIPAL LICENSING & STDS,043267,2016,DODGE,RAM 1500,5HS2TTUZZZ,PU-1/2T-SC CL2 4X2 10Y UNLEAD,7.17,LIGHT DUTY,UNLEADED, 30-Jun-23, 29-Mar-23,43062,2660,4,1,CLASS2,10, 1-Jun-16,DISCO GARAGE,Active Unit,,MS1210,MS1260,,"1,160.00",10.00,1.50,PICKU-1/2T,PICKUP - 1/2 TON,043DODGUN16,2WD REG. CAB PICKUP TRUCK,V1.5UND,BYAC---8,"180,000",0,005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,043268,2016,DODGE,RAM 1500,5HS2TTUZZZ,PU-1/2T-SC CL2 4X2 10Y UNLEAD,7.18,LIGHT DUTY,UNLEADED, 9-May-23, 2-May-23,48899,3532,4989,301,CLASS2,10, 27-May-16,ELLESMERE GARAGE,Active Unit,,MS1210,MS1210,,"1,160.00",126.37,1.50,PICKU-1/2T,PICKUP - 1/2 TON,043DODGUN16,2WD REG. CAB PICKUP TRUCK,V1.5UND,BYAC---8,"180,000",0,005763,1530 MARKHAM RD
MUNICIPAL LICENSING & STDS,044088,2016,DODGE,RAM 1500,5HE2TTUZZZ,PU-1/2T-EC CL2 4X2 10Y UNLEAD,7.17,LIGHT DUTY,UNLEADED, 21-Jul-23, 20-Jul-23,8604,1508,3,2,CLASS2,10, 31-May-16,EASTERN GARAGE,Active Unit,,MS1240,MS1240,,"1,160.00",2.48,1.50,PICKU-1/2T,PICKUP - 1/2 TON,044DODGUN16,2WD EXT. CAB PICKUP TRUCK,V1.5UND,BYAC---8,"180,000",0,000520,433 EASTERN AVE
MUNICIPAL LICENSING & STDS,044089,2016,DODGE,RAM 1500,5HE2TTUZZZ,PU-1/2T-EC CL2 4X2 10Y UNLEAD,7.15,LIGHT DUTY,UNLEADED, 31-Jul-23, 14-Jun-23,36032,1755,1040,3,CLASS2,10, 7-Jun-16,DISCO GARAGE,Active Unit,,MS1230,MS1230,,"1,160.00",97.30,1.50,PICKU-1/2T,PICKUP - 1/2 TON,044DODGUN16,2WD EXT. CAB PICKUP TRUCK,V1.5UND,BYAC---8,"180,000",0,005581,399 THE WEST MALL
MUNICIPAL LICENSING & STDS,047072,2017,TOYOTA,TACOMA,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,6.26,LIGHT DUTY,UNLEADED, 20-Jul-23, 7-Dec-22,56319,4956,2,0,CLASS1,10, 28-Apr-17,DISCO GARAGE,Active Unit,,MS1253,MS1253,,"1,160.00",,1.50,PICKU-COMP,PICKUP - COMPACT,047TOYOUN17,4X4 EXT. CAB COMPACT PICKUP TRUCK,V1.5UND,BYAC---8,"180,000","4,500",005581,399 THE WEST MALL
